Concurso	Data do Sorteio	Coluna1	Coluna2	Coluna3	Coluna4	Coluna5	Coluna6
1374	24/03/12	6	21	28	31	33	43
1375	28/03/12	14	25	28	45	53	58
1376	31/03/12	9	11	21	49	53	54
1377	04/04/12	2	5	12	13	25	35
1378	07/04/12	2	5	17	18	54	59
1379	11/04/12	5	12	36	45	50	58
1380	14/04/12	3	14	52	55	57	60
1381	18/04/12	11	27	30	40	44	57
1382	20/04/12	5	13	16	17	27	55
1383	25/04/12	7	9	23	44	46	55
1384	28/04/12	2	18	30	31	45	56
1385	02/05/12	27	35	36	37	42	59
1386	05/05/12	12	28	38	39	51	56
1387	09/05/12	18	27	32	43	50	52
1388	12/05/12	22	29	31	43	50	54
1389	16/05/12	1	16	28	39	44	57
1390	19/05/12	4	19	27	28	29	31
1391	23/05/12	7	12	19	34	40	53
1392	26/05/12	2	8	12	28	33	43
1393	30/05/12	4	18	24	28	39	44
1394	02/06/12	11	16	24	35	46	50
1395	06/06/12	5	11	17	19	44	48
1396	09/06/12	29	48	52	54	55	58
1397	13/06/12	3	4	7	15	27	56
1398	16/06/12	14	32	33	40	42	51
1399	20/06/12	34	39	43	56	57	60
1400	23/06/12	9	26	34	43	53	54
1401	27/06/12	11	12	25	33	48	54
1402	30/06/12	2	9	10	21	27	38
1403	04/07/12	13	16	20	26	39	42
1404	07/07/12	7	8	27	31	32	51
1405	11/07/12	3	14	17	32	37	39
1406	14/07/12	7	10	17	24	38	57
1407	18/07/12	18	29	31	42	43	53
1408	21/07/12	4	19	20	24	39	43
1409	25/07/12	6	19	26	47	50	58
1410	28/07/12	18	29	40	42	50	54
1411	01/08/12	8	12	32	44	46	48
1412	04/08/12	6	8	24	37	41	45
1413	07/08/12	13	15	33	45	54	55
1414	09/08/12	21	37	44	46	49	57
1415	11/08/12	26	36	40	46	49	51
1416	15/08/12	3	19	22	24	35	49
1417	18/08/12	5	12	45	52	56	59
1418	22/08/12	7	8	10	12	27	56
1419	25/08/12	17	21	30	48	52	58
1420	29/08/12	2	11	16	18	36	45
1421	01/09/12	19	31	39	44	53	59
1422	05/09/12	2	5	13	17	39	44
1423	08/09/12	3	8	21	25	27	43
1424	12/09/12	3	7	15	29	38	60
1425	15/09/12	7	16	29	36	38	50
1426	19/09/12	6	15	18	24	30	44
1427	22/09/12	8	39	44	47	53	56
1428	26/09/12	7	15	19	34	37	55
1429	29/09/12	9	12	22	39	48	60
1430	03/10/12	2	19	22	30	46	52
1431	06/10/12	5	9	13	33	40	54
1432	10/10/12	16	24	25	42	45	59
1433	13/10/12	4	13	14	40	46	52
1434	17/10/12	3	18	22	34	55	58
1435	20/10/12	4	15	45	47	50	52
1436	24/10/12	1	13	23	24	30	57
1437	27/10/12	22	23	26	37	38	48
1438	31/10/12	7	14	31	33	36	49
1439	03/11/12	2	34	35	42	43	55
1440	07/11/12	2	6	28	36	51	56
1441	10/11/12	17	29	36	38	53	56
1442	14/11/12	12	13	20	30	34	49
1443	17/11/12	12	20	32	48	52	54
1444	21/11/12	2	5	27	28	48	55
1445	24/11/12	5	19	32	41	49	58
1446	28/11/12	6	13	24	32	40	51
1447	01/12/12	1	19	28	33	39	41
1448	05/12/12	1	25	29	36	56	60
1449	08/12/12	2	6	18	30	52	56
1450	12/12/12	26	27	31	38	44	45
1451	15/12/12	2	10	11	33	52	57
1452	18/12/12	2	14	28	50	57	58
1453	20/12/12	6	13	25	32	47	57
1454	22/12/12	4	27	29	41	48	52
1455	31/12/12	14	32	33	36	41	52
1456	02/01/13	6	8	14	26	36	40
1457	05/01/13	15	16	34	42	46	59
1458	09/01/13	2	4	16	33	44	51
1459	12/01/13	2	6	30	34	35	52
1460	16/01/13	4	14	27	38	50	52
1461	19/01/13	31	36	44	47	49	54
1462	23/01/13	5	9	25	27	38	40
1463	26/01/13	13	22	28	29	40	48
1464	30/01/13	2	24	32	50	54	59
1465	02/02/13	6	11	16	26	44	53
1466	06/02/13	4	6	13	34	37	51
1467	09/02/13	23	24	26	41	52	53
1468	13/02/13	1	2	10	19	20	37
1469	16/02/13	4	13	35	54	56	58
1470	20/02/13	2	34	36	38	51	55
1471	23/02/13	10	25	33	36	40	58
1472	27/02/13	12	18	23	25	45	50
1473	02/03/13	2	12	33	57	58	60
1474	06/03/13	1	2	3	11	28	43
1475	09/03/13	12	13	37	44	48	51
1476	13/03/13	4	10	26	37	47	57
1477	16/03/13	3	4	46	50	56	59
1478	20/03/13	10	27	37	40	47	55
1479	23/03/13	21	48	50	54	57	60
1480	27/03/13	9	14	21	26	36	52
1481	30/03/13	17	27	28	40	44	55
1482	03/04/13	6	9	11	34	41	53
1483	06/04/13	1	35	39	53	55	56
1484	10/04/13	17	20	24	29	49	53
1485	13/04/13	4	27	30	36	54	59
1486	17/04/13	1	6	10	34	40	54
1487	20/04/13	4	9	17	23	28	53
1488	24/04/13	4	22	25	38	45	51
1489	27/04/13	1	15	24	26	28	48
1490	02/05/13	1	3	31	32	43	52
1491	04/05/13	6	26	45	50	56	60
1492	08/05/13	4	9	18	44	46	48
1493	11/05/13	7	12	24	27	30	49
1494	15/05/13	2	14	24	28	35	50
1495	18/05/13	4	13	14	44	49	57
1496	22/05/13	14	18	28	41	47	54
1497	25/05/13	4	5	7	27	45	58
1498	29/05/13	6	11	27	40	46	49
1499	01/06/13	8	22	26	33	37	54
1500	05/06/13	10	18	31	43	57	59
1501	08/06/13	1	7	13	29	37	54
1502	12/06/13	6	22	43	51	52	57
1503	15/06/13	3	4	16	22	36	42
1504	19/06/13	2	10	12	30	41	42
1505	22/06/13	1	2	6	9	16	32
1506	26/06/13	3	14	18	34	42	49
1507	29/06/13	24	46	50	51	52	56
1508	03/07/13	17	18	30	35	39	58
1509	06/07/13	1	6	27	46	51	59
1510	10/07/13	1	8	17	44	46	53
1511	13/07/13	4	8	17	29	31	45
1512	17/07/13	11	28	35	42	46	58
1513	20/07/13	17	28	31	56	57	58
1514	24/07/13	16	17	23	42	59	60
1515	27/07/13	4	13	14	18	49	59
1516	31/07/13	4	18	20	34	45	60
1517	03/08/13	7	17	38	45	52	56
1518	06/08/13	8	9	28	41	48	55
1519	08/08/13	5	6	15	23	56	59
1520	10/08/13	7	31	35	36	46	48
1521	14/08/13	11	14	18	30	33	39
1522	17/08/13	5	8	23	32	33	56
1523	21/08/13	22	25	31	39	41	44
1524	24/08/13	2	12	40	46	52	53
1525	28/08/13	2	26	30	35	46	54
1526	31/08/13	10	16	28	47	51	59
1527	04/09/13	16	32	36	42	44	48
1528	06/09/13	4	13	15	19	36	58
1529	11/09/13	11	15	17	34	35	49
1530	14/09/13	10	16	28	33	48	53
1531	18/09/13	12	13	24	41	42	44
1532	21/09/13	2	11	23	31	42	44
1533	25/09/13	13	21	29	34	47	57
1534	28/09/13	1	12	28	29	34	48
1535	02/10/13	8	9	25	41	54	55
1536	05/10/13	13	18	29	32	50	58
1537	09/10/13	6	10	33	50	51	56
1538	11/10/13	23	27	35	52	53	57
1539	16/10/13	8	10	20	26	49	58
1540	19/10/13	3	17	27	32	47	54
1541	23/10/13	5	24	37	44	49	58
1542	26/10/13	7	11	12	30	39	57
1543	30/10/13	7	15	20	23	30	41
1544	01/11/13	2	21	30	35	45	50
1545	06/11/13	4	6	11	24	45	48
1546	09/11/13	4	17	38	44	53	60
1547	13/11/13	2	9	10	18	21	28
1548	16/11/13	19	41	42	44	47	54
1549	20/11/13	10	12	16	20	32	53
1550	23/11/13	9	13	21	27	36	56
1551	27/11/13	2	15	19	21	23	38
1552	30/11/13	7	18	24	26	39	46
1553	04/12/13	20	21	22	29	46	60
1554	07/12/13	30	32	49	50	52	53
1555	11/12/13	2	5	23	33	52	59
1556	14/12/13	1	4	7	10	11	52
1557	17/12/13	4	16	18	31	45	46
1558	19/12/13	7	15	17	31	42	54
1559	21/12/13	8	12	16	29	37	58
1560	31/12/13	20	30	36	38	47	53
1561	02/01/14	23	26	28	54	55	60
1562	04/01/14	10	12	23	37	47	51
1563	09/01/14	1	6	13	20	36	43
1564	11/01/14	25	38	44	46	53	54
1565	15/01/14	18	37	39	41	43	51
1566	18/01/14	5	6	11	32	36	60
1567	22/01/14	2	15	30	38	48	53
1568	25/01/14	19	24	25	28	42	58
1569	29/01/14	5	15	18	31	42	53
1570	01/02/14	15	18	24	42	46	56
1571	05/02/14	3	29	32	46	55	60
1572	08/02/14	20	27	42	45	46	47
1573	12/02/14	7	16	21	35	36	38
1574	15/02/14	6	27	28	33	46	48
1575	19/02/14	1	4	5	14	45	56
1576	22/02/14	13	15	21	26	30	46
1577	26/02/14	11	14	25	32	51	59
1578	01/03/14	3	6	30	37	53	56
1579	05/03/14	25	34	40	49	51	60
1580	08/03/14	1	6	14	17	33	36
1581	12/03/14	14	15	25	30	31	34
1582	15/03/14	1	4	13	17	38	48
1583	19/03/14	2	9	17	18	45	47
1584	22/03/14	3	22	27	28	50	54
1585	26/03/14	2	43	47	48	49	55
1586	29/03/14	8	39	43	46	47	58
1587	02/04/14	8	19	21	30	52	56
1588	05/04/14	23	29	32	36	45	49
1589	09/04/14	4	5	11	19	41	51
1590	12/04/14	7	20	34	40	44	55
1591	16/04/14	4	10	23	33	38	55
1592	19/04/14	31	36	38	41	42	49
1593	23/04/14	4	9	17	18	21	38
1594	26/04/14	6	7	8	23	43	53
1595	30/04/14	2	5	8	42	46	59
1596	03/05/14	1	5	7	10	12	45
1597	07/05/14	5	10	16	44	50	52
1598	10/05/14	29	31	36	42	47	53
1599	14/05/14	3	10	15	35	36	58
1600	17/05/14	9	23	32	35	46	57
1601	21/05/14	8	10	24	45	56	60
1602	24/05/14	8	12	22	35	40	44
1603	28/05/14	13	20	27	31	53	60
1604	31/05/14	2	21	24	27	40	51
1605	04/06/14	9	19	21	30	31	42
1606	07/06/14	1	15	37	42	46	54
1607	11/06/14	7	31	32	41	51	52
1608	14/06/14	5	6	17	43	54	59
1609	18/06/14	2	6	13	26	53	60
1610	21/06/14	1	4	9	35	36	53
1611	25/06/14	24	28	47	50	51	58
1612	28/06/14	6	13	17	36	42	51
1613	02/07/14	4	18	31	44	46	49
1614	05/07/14	14	17	21	27	43	49
1615	09/07/14	5	20	26	31	33	44
1616	12/07/14	28	31	40	42	46	58
1617	16/07/14	3	23	26	31	47	54
1618	19/07/14	9	20	24	43	51	52
1619	23/07/14	5	8	17	42	46	47
1620	26/07/14	13	23	27	34	38	57
1621	30/07/14	10	22	24	38	39	49
1622	02/08/14	4	5	7	21	45	53
1623	05/08/14	33	43	49	50	56	59
1624	07/08/14	2	27	32	41	47	58
1625	09/08/14	11	22	36	40	45	52
1626	13/08/14	3	5	14	35	43	52
1627	16/08/14	20	26	32	41	45	57
1628	20/08/14	26	29	34	38	50	60
1629	23/08/14	4	20	24	35	47	59
1630	27/08/14	1	7	30	43	44	54
1631	30/08/14	4	29	44	47	48	60
1632	03/09/14	6	18	24	27	56	59
1633	06/09/14	1	2	11	13	36	49
1634	10/09/14	9	10	23	33	44	51
1635	13/09/14	8	23	28	30	32	51
1636	17/09/14	19	26	33	35	51	52
1637	20/09/14	1	5	24	47	55	56
1638	24/09/14	1	2	38	41	42	58
1639	27/09/14	16	29	34	35	49	51
1640	01/10/14	2	6	18	23	31	46
1641	04/10/14	23	29	30	33	46	51
1642	08/10/14	3	23	42	43	47	60
1643	11/10/14	16	19	20	28	37	60
1644	15/10/14	10	13	16	22	34	60
1645	18/10/14	8	18	21	31	37	38
1646	22/10/14	19	23	34	40	41	58
1647	25/10/14	12	17	23	38	53	54
1648	29/10/14	15	16	18	20	22	48
1649	01/11/14	24	33	38	42	44	54
1650	05/11/14	17	23	29	38	57	60
1651	08/11/14	8	27	35	38	41	44
1652	12/11/14	7	24	26	28	44	57
1653	14/11/14	1	21	22	27	32	45
1654	19/11/14	7	16	33	42	50	58
1655	22/11/14	7	24	28	46	53	56
1656	26/11/14	4	6	11	43	54	56
1657	29/11/14	7	10	14	37	45	54
1658	03/12/14	7	11	19	23	40	49
1659	06/12/14	4	10	20	33	37	49
1660	10/12/14	8	17	34	38	42	51
1661	13/12/14	13	16	27	43	48	58
1662	17/12/14	10	14	25	29	33	57
1663	20/12/14	18	20	27	40	49	55
1664	24/12/14	8	21	23	29	36	48
1665	31/12/14	1	5	11	16	20	56
1666	03/01/15	1	2	23	27	45	51
1667	07/01/15	7	12	24	44	51	56
1668	10/01/15	5	40	47	52	55	57
1669	14/01/15	28	29	31	45	48	49
1670	17/01/15	1	17	19	30	33	47
1671	21/01/15	21	27	31	45	55	56
1672	24/01/15	1	3	5	10	20	42
1673	28/01/15	5	10	23	24	35	47
1674	31/01/15	22	30	42	50	58	59
1675	04/02/15	3	18	34	35	36	56
1676	07/02/15	1	2	11	37	48	51
1677	11/02/15	10	15	28	33	51	52
1678	14/02/15	9	11	17	19	35	52
1679	18/02/15	1	2	27	28	46	47
1680	21/02/15	23	37	38	46	47	51
1681	25/02/15	1	6	8	11	33	50
1682	28/02/15	7	13	35	37	39	51
1683	04/03/15	4	12	32	33	34	48
1684	07/03/15	9	12	18	31	39	50
1685	11/03/15	3	18	31	39	46	51
1686	14/03/15	9	14	37	44	46	55
1687	18/03/15	15	24	37	46	49	58
1688	21/03/15	18	23	30	32	42	56
1689	25/03/15	2	5	13	27	41	53
1690	28/03/15	21	24	26	35	45	53
1691	01/04/15	1	10	24	39	45	58
1692	04/04/15	11	13	14	27	44	56
1693	08/04/15	5	15	18	19	21	38
1694	11/04/15	20	29	34	37	45	57
1695	15/04/15	24	36	38	43	44	58
1696	18/04/15	1	12	17	31	37	46
1697	22/04/15	8	23	30	51	53	58
1698	25/04/15	11	13	24	28	44	45
1699	29/04/15	1	6	10	30	33	38
1700	02/05/15	15	18	41	48	50	58
1701	05/05/15	3	9	18	32	40	56
1702	07/05/15	17	19	33	35	39	52
1703	09/05/15	3	23	26	35	39	49
1704	13/05/15	1	7	11	32	51	59
1705	16/05/15	25	27	29	37	50	51
1706	20/05/15	12	31	34	36	48	56
1707	23/05/15	7	16	20	27	36	52
1708	27/05/15	17	29	32	38	45	50
1709	30/05/15	7	19	30	35	42	47
1710	03/06/15	7	21	28	56	58	59
1711	06/06/15	22	26	38	39	45	50
1712	10/06/15	2	12	19	29	50	59
1713	13/06/15	3	10	16	23	27	29
1714	17/06/15	2	8	24	36	51	52
1715	20/06/15	16	20	35	40	53	60
1716	24/06/15	2	25	36	41	42	53
1717	27/06/15	2	9	16	37	44	58
1718	01/07/15	4	30	31	32	47	53
1719	04/07/15	1	22	31	34	44	54
1720	07/07/15	18	23	31	39	49	57
1721	09/07/15	4	12	19	33	36	38
1722	11/07/15	9	23	39	41	49	58
1723	15/07/15	14	27	30	46	52	60
1724	18/07/15	27	33	37	39	58	60
1725	22/07/15	16	18	26	30	31	34
1726	25/07/15	3	10	42	49	54	57
1727	29/07/15	4	6	19	20	40	41
1728	01/08/15	3	8	28	39	42	59
1729	04/08/15	7	14	23	43	44	53
1730	06/08/15	1	10	17	24	42	51
1731	08/08/15	5	18	27	43	49	59
1732	12/08/15	25	34	38	45	53	60
1733	15/08/15	3	5	9	14	41	46
1734	19/08/15	12	17	25	29	41	52
1735	22/08/15	6	16	33	34	45	46
1736	26/08/15	12	13	24	29	32	41
1737	29/08/15	5	8	42	50	51	59
1738	02/09/15	12	28	37	46	48	53
1739	05/09/15	9	10	17	32	34	46
1740	09/09/15	10	15	25	38	47	53
1741	12/09/15	15	18	20	32	48	49
1742	16/09/15	11	19	21	23	27	52
1743	19/09/15	4	10	29	31	34	35
1744	23/09/15	9	12	14	29	42	56
1745	26/09/15	9	13	18	47	52	60
1746	30/09/15	6	18	37	40	41	58
1747	03/10/15	6	33	34	48	53	59
1748	07/10/15	2	10	13	41	49	53
1749	10/10/15	3	13	14	29	33	43
1750	13/10/15	15	17	20	31	41	48
1751	15/10/15	15	22	23	42	51	57
1752	17/10/15	9	36	37	53	55	60
1753	21/10/15	8	15	29	35	45	54
1754	24/10/15	20	27	30	31	40	53
1755	28/10/15	2	5	8	18	30	48
1756	31/10/15	6	13	14	28	35	45
1757	04/11/15	13	25	28	37	43	56
1758	07/11/15	6	11	16	23	36	42
1759	10/11/15	2	14	21	22	51	60
1760	13/11/15	10	24	25	36	47	48
1761	14/11/15	9	10	36	50	53	55
1762	18/11/15	26	32	42	45	55	59
1763	21/11/15	9	12	15	21	31	36
1764	25/11/15	6	7	29	39	41	55
1765	28/11/15	1	6	28	37	56	58
1766	02/12/15	22	23	41	46	53	60
1767	05/12/15	16	26	35	39	44	45
1768	09/12/15	5	7	11	34	35	50
1769	12/12/15	32	37	44	47	54	60
1770	16/12/15	11	26	27	30	34	41
1771	19/12/15	2	20	27	28	32	38
1772	22/12/15	12	19	27	39	41	45
1773	24/12/15	15	30	39	41	45	59
1774	26/12/15	1	12	20	30	52	60
1775	31/12/15	2	18	31	42	51	56
1776	02/01/16	10	11	14	19	39	48
1777	06/01/16	4	19	38	44	52	55
1778	09/01/16	4	10	38	40	45	48
1779	12/01/16	12	25	30	39	56	57
1780	14/01/16	6	20	22	31	33	34
1781	16/01/16	1	8	22	49	52	53
1782	20/01/16	6	18	34	47	52	57
1783	23/01/16	4	6	16	18	21	38
1784	27/01/16	4	15	26	30	54	55
1785	30/01/16	5	11	27	41	42	54
1786	02/02/16	2	6	8	21	25	34
1787	04/02/16	1	5	13	25	26	29
1788	06/02/16	3	13	42	45	56	59
1789	10/02/16	6	25	43	57	58	59
1790	13/02/16	11	13	26	27	28	50
1791	17/02/16	12	18	46	50	53	55
1792	20/02/16	2	16	17	18	41	47
1793	24/02/16	13	14	22	54	56	58
1794	27/02/16	1	5	34	37	40	60
1795	02/03/16	30	42	47	50	55	58
1796	05/03/16	22	23	34	48	53	54
1797	08/03/16	2	13	14	35	54	57
1798	10/03/16	2	9	23	28	45	53
1799	12/03/16	1	3	4	39	51	53
1800	16/03/16	6	11	16	19	31	56
1801	19/03/16	6	19	34	43	45	54
1802	23/03/16	2	6	13	14	17	44
1803	26/03/16	4	8	29	38	49	50
1804	30/03/16	20	21	28	48	50	59
1805	02/04/16	17	22	27	31	49	57
1806	06/04/16	11	20	35	42	55	58
1807	09/04/16	1	15	16	22	25	43
1808	13/04/16	2	14	20	25	41	45
1809	16/04/16	9	12	23	24	46	54
1810	20/04/16	1	10	25	43	50	56
1811	23/04/16	5	17	32	35	37	57
1812	27/04/16	20	23	32	34	37	45
1813	30/04/16	9	11	13	15	19	51
1814	03/05/16	9	11	27	46	51	53
1815	05/05/16	8	11	25	39	41	60
1816	07/05/16	5	10	12	22	28	46
1817	11/05/16	1	4	26	39	47	55
1818	14/05/16	2	6	10	15	53	56
1819	18/05/16	17	18	26	30	33	37
1820	21/05/16	3	19	23	27	40	45
1821	25/05/16	19	22	31	36	52	53
1822	28/05/16	1	22	26	43	50	53
1823	01/06/16	4	9	21	34	54	59
1824	04/06/16	5	6	12	19	30	60
1825	07/06/16	10	11	21	50	51	54
1826	09/06/16	17	19	32	43	48	51
1827	11/06/16	26	33	42	43	53	54
1828	15/06/16	6	11	32	40	48	59
1829	18/06/16	7	13	24	30	32	53
1830	22/06/16	3	7	29	37	54	60
1831	25/06/16	15	27	28	32	48	55
1832	29/06/16	14	34	46	47	56	57
1833	02/07/16	2	3	7	16	27	42
1834	06/07/16	2	17	22	24	48	51
1835	09/07/16	8	28	36	47	50	58
1836	12/07/16	8	15	18	45	59	60
1837	14/07/16	41	44	48	50	54	57
1838	16/07/16	5	8	24	30	57	59
1839	20/07/16	7	22	28	32	56	58
1840	23/07/16	15	17	33	41	47	48
1841	27/07/16	3	6	13	38	49	51
1842	30/07/16	16	18	22	24	34	43
1843	03/08/16	8	26	28	33	41	54
1844	06/08/16	3	4	37	39	48	50
1845	09/08/16	3	9	13	29	30	51
1846	11/08/16	6	24	26	30	34	49
1847	13/08/16	1	6	45	49	50	57
1848	17/08/16	9	40	41	50	55	58
1849	20/08/16	3	5	11	27	35	44
1850	24/08/16	23	24	32	38	40	41
1851	27/08/16	8	18	21	22	35	37
1852	31/08/16	13	17	29	45	49	50
1853	03/09/16	1	2	34	39	41	45
1854	08/09/16	25	30	31	34	43	59
1855	10/09/16	6	10	15	24	38	39
1856	14/09/16	2	9	14	22	32	37
1857	17/09/16	13	23	25	35	52	53
1858	20/09/16	22	28	30	33	55	59
1859	22/09/16	1	13	14	21	26	51
1860	24/09/16	10	30	36	40	44	60
1861	28/09/16	2	4	9	35	45	60
1862	01/10/16	2	8	35	42	49	56
1863	05/10/16	16	23	45	56	58	59
1864	08/10/16	4	5	14	37	40	60
1865	13/10/16	1	5	31	32	37	42
1866	15/10/16	14	17	36	38	44	60
1867	18/10/16	3	10	17	21	22	43
1868	20/10/16	1	5	23	25	28	31
1869	22/10/16	11	23	24	26	40	52
1870	26/10/16	18	20	30	32	33	40
1871	29/10/16	3	11	17	33	52	58
1872	03/11/16	11	13	25	39	46	56
1873	05/11/16	5	25	28	41	53	54
1874	08/11/16	10	28	37	43	44	47
1875	10/11/16	1	45	47	52	53	55
1876	12/11/16	7	18	39	41	44	51
1877	16/11/16	13	16	23	24	32	35
1878	19/11/16	12	16	26	40	56	57
1879	23/11/16	5	10	20	57	58	59
1880	26/11/16	5	16	19	37	51	56
1881	30/11/16	3	10	30	44	53	56
1882	03/12/16	9	10	19	35	37	41
1883	07/12/16	16	27	28	47	59	60
1884	10/12/16	1	4	23	32	38	59
1885	14/12/16	7	14	18	23	32	59
1886	17/12/16	3	7	15	40	45	54
1887	20/12/16	11	23	34	41	46	56
1888	22/12/16	1	10	17	18	45	48
1889	24/12/16	16	23	25	28	30	44
1890	31/12/16	5	11	22	24	51	53
1891	04/01/17	1	3	19	23	47	58
1892	07/01/17	6	17	22	30	37	50
1893	11/01/17	16	17	19	28	45	58
1894	14/01/17	21	31	35	53	54	57
1895	18/01/17	2	3	5	10	15	34
1896	21/01/17	3	6	14	15	21	25
1897	25/01/17	9	22	25	47	52	58
1898	28/01/17	12	34	45	53	55	58
1899	01/02/17	20	23	35	36	44	48
1900	04/02/17	8	11	27	28	43	46
1901	08/02/17	11	12	26	30	37	53
1902	11/02/17	2	7	9	18	21	25
1903	15/02/17	9	10	15	28	43	45
1904	18/02/17	12	15	18	21	51	56
1905	21/02/17	29	35	43	54	56	57
1906	23/02/17	6	27	33	39	40	60
1907	25/02/17	3	25	35	38	44	48
1908	01/03/17	4	10	13	23	27	57
1909	04/03/17	11	40	43	45	47	57
1910	08/03/17	6	9	15	22	39	48
1911	11/03/17	16	18	23	30	32	33
1912	15/03/17	10	13	33	35	36	42
1913	18/03/17	4	14	17	43	52	56
1914	22/03/17	16	29	33	39	42	44
1915	25/03/17	2	20	21	33	48	57
1916	29/03/17	3	9	18	23	50	52
1917	01/04/17	4	21	25	33	36	46
1918	05/04/17	16	17	20	22	38	50
1919	08/04/17	11	28	37	45	54	60
1920	12/04/17	25	31	33	39	43	45
1921	15/04/17	10	15	16	19	28	35
1922	19/04/17	20	22	36	38	41	43
1923	22/04/17	9	34	42	45	46	59
1924	26/04/17	12	16	30	52	53	58
1925	29/04/17	1	17	38	43	45	47
1926	03/05/17	2	3	14	20	30	46
1927	06/05/17	5	11	13	19	30	31
1928	09/05/17	10	26	28	51	53	59
1929	11/05/17	3	10	23	36	43	52
1930	13/05/17	4	17	18	37	52	56
1931	17/05/17	2	8	9	15	22	34
1932	20/05/17	10	16	21	29	44	55
1933	24/05/17	2	14	15	19	35	59
1934	27/05/17	8	23	35	39	56	59
1935	31/05/17	1	3	10	17	23	24
1936	03/06/17	3	12	24	40	51	52
1937	07/06/17	6	10	24	29	43	55
1938	10/06/17	10	16	32	40	42	54
1939	14/06/17	7	24	29	39	45	52
1940	17/06/17	9	13	16	17	36	47
1941	21/06/17	1	9	24	38	48	49
1942	24/06/17	6	18	20	24	43	48
1943	28/06/17	9	11	12	30	39	43
1944	01/07/17	8	9	39	47	57	59
1945	04/07/17	4	8	10	21	45	54
1946	06/07/17	4	6	39	44	52	60
1947	08/07/17	8	33	40	52	55	59
1948	12/07/17	12	20	24	28	33	57
1949	15/07/17	1	6	14	22	30	56
1950	19/07/17	10	21	32	34	48	57
1951	22/07/17	14	16	19	21	33	55
1952	26/07/17	9	21	36	38	52	53
1953	29/07/17	9	26	29	42	43	45
1954	02/08/17	9	25	33	35	40	49
1955	05/08/17	15	27	33	36	41	45
1956	08/08/17	5	8	20	28	40	45
1957	10/08/17	2	14	22	23	29	47
1958	12/08/17	15	20	22	24	34	55
1959	16/08/17	8	21	27	35	43	56
1960	19/08/17	1	18	25	37	39	43
1961	23/08/17	17	25	26	30	32	50
1962	26/08/17	5	6	15	25	39	53
1963	30/08/17	4	5	7	34	42	60
1964	02/09/17	2	27	32	36	48	50
1965	06/09/17	26	28	35	38	48	55
1966	09/09/17	10	13	19	32	40	60
1967	13/09/17	13	30	32	39	46	54
1968	16/09/17	35	36	39	44	48	52
1969	19/09/17	8	20	30	32	48	59
1970	21/09/17	5	10	18	24	39	52
1971	23/09/17	4	10	41	44	52	54
1972	27/09/17	9	16	20	54	57	59
1973	30/09/17	1	12	16	17	52	60
1974	04/10/17	4	19	27	38	54	57
1975	07/10/17	8	11	24	26	47	57
1976	11/10/17	12	14	19	25	52	59
1977	14/10/17	3	16	28	32	34	37
1978	17/10/17	2	6	22	44	55	57
1979	19/10/17	22	23	29	32	38	45
1980	21/10/17	12	16	17	18	34	37
1981	25/10/17	6	15	19	37	39	53
1982	28/10/17	4	14	20	24	46	50
1983	01/11/17	5	6	10	14	22	36
1984	04/11/17	21	29	32	35	43	50
1985	07/11/17	9	28	29	34	36	55
1986	09/11/17	23	36	43	44	55	56
1987	11/11/17	10	14	31	34	45	58
1988	16/11/17	5	10	39	42	46	54
1989	18/11/17	15	22	30	32	40	58
1990	22/11/17	11	24	26	34	37	59
1991	25/11/17	19	20	28	34	36	44
1992	29/11/17	5	11	13	21	53	54
1993	02/12/17	6	17	33	48	50	57
1994	06/12/17	2	5	12	32	40	44
1995	09/12/17	14	26	29	35	37	39
1996	13/12/17	7	20	21	24	40	56
1997	16/12/17	1	7	14	31	35	46
1998	19/12/17	8	21	24	25	52	57
1999	21/12/17	15	37	38	42	49	50
2000	31/12/17	3	6	10	17	34	37
2001	03/01/18	20	22	36	42	52	60
2002	06/01/18	4	28	30	38	46	59
2003	10/01/18	28	34	40	43	50	51
2004	13/01/18	1	5	14	23	35	45
2005	17/01/18	11	19	22	33	34	53
2006	20/01/18	1	9	14	20	25	54
2007	24/01/18	4	14	39	41	54	58
2008	27/01/18	22	27	33	42	58	59
2009	31/01/18	1	37	44	46	48	50
2010	03/02/18	8	10	18	34	39	56
2011	06/02/18	2	28	32	35	54	58
2012	08/02/18	8	11	27	35	36	51
2013	10/02/18	6	23	30	36	53	56
2014	14/02/18	16	32	40	46	53	56
2015	17/02/18	17	18	27	32	39	58
2016	21/02/18	4	11	17	18	21	48
2017	24/02/18	2	10	11	24	38	56
2018	28/02/18	11	22	25	27	55	59
2019	03/03/18	23	41	46	52	54	59
2020	07/03/18	2	36	46	48	57	60
2021	10/03/18	7	14	32	37	40	60
2022	14/03/18	4	28	45	48	52	60
2023	17/03/18	1	6	7	8	23	56
2024	21/03/18	16	20	23	29	35	47
2025	24/03/18	4	24	46	52	55	56
2026	28/03/18	10	23	31	33	51	52
2027	31/03/18	11	15	29	37	39	44
2028	04/04/18	7	11	24	36	42	58
2029	07/04/18	6	15	18	33	37	40
2030	11/04/18	4	27	38	40	58	59
2031	14/04/18	18	23	37	39	50	55
2032	17/04/18	6	14	19	20	39	53
2033	20/04/18	10	18	33	38	40	43
2034	25/04/18	6	7	13	17	22	56
2035	28/04/18	30	35	36	38	49	52
2036	02/05/18	7	8	19	23	27	58
2037	05/05/18	14	16	23	30	45	60
